ApplicantID,Age,AnnualIncome,LoanAmount,CreditScore,EmploymentStatus,EmploymentMonths,ExistingDebt,LoanPurpose,NumberOfDependents,SavingsBalance,MonthlyExpenses,LoanApproved
APP0349,30,90305,176311,680,Employed,79,28671,Medical,1,7589,2802,0
APP0350,26,141192,232794,539,Part-Time,156,39900,Home,2,87304,2238,0
APP0351,28,21660,376143,550,Employed,41,8133,Personal,4,67793,2923,0
APP0352,31,68741,71548,617,Employed,197,1923,Personal,3,35649,1323,1
APP0353,57,102251,45406,734,Part-Time,130,23601,Home,3,74302,2167,0
APP0354,44,40618,138754,532,Employed,58,16673,Home,0,1610,2803,0
APP0355,23,81835,195828,676,Self-Employed,45,2317,Vehicle,3,29427,3436,1
APP0356,41,55554,438060,519,Unemployed,0,3912,Vehicle,0,23507,2628,0
APP0357,54,148635,29079,685,Employed,224,30480,Personal,2,42899,1507,0
APP0358,56,79866,9178,668,Self-Employed,74,36949,Personal,4,31795,4600,0
APP0359,44,97554,263663,580,Self-Employed,38,417,Business,0,30539,3637,1
APP0360,65,134976,10030,651,Employed,194,43077,Business,2,13624,2480,0
APP0361,54,148858,129868,694,Part-Time,15,9330,Medical,2,12193,1159,0
APP0362,35,137609,448287,746,Part-Time,179,58692,Personal,3,98028,1495,0
APP0363,58,32527,269989,548,Part-Time,19,9697,Vehicle,0,57014,1870,0
APP0364,36,58230,141834,641,Part-Time,179,27259,Medical,2,41688,4508,0
APP0365,38,50619,44157,583,Self-Employed,199,25236,Vehicle,0,20369,1665,0
APP0366,31,78925,249347,640,Part-Time,30,35122,Personal,1,59233,3325,0
APP0367,50,54735,451946,541,Employed,40,26463,Medical,2,92367,1130,0
APP0368,34,129566,454091,647,Self-Employed,23,46606,Education,2,51936,1201,0
APP0369,64,59169,141402,569,Employed,103,28003,Business,4,98052,2846,0
APP0370,27,80560,58428,551,Employed,3,4041,Education,1,25969,4081,0
APP0371,44,109952,335457,810,Employed,149,38411,Personal,0,2857,1328,0
APP0372,33,138291,343683,707,Self-Employed,23,59315,Personal,0,5596,4576,0
APP0373,24,42018,489511,773,Part-Time,210,12943,Business,0,50165,4295,0
APP0374,32,66392,117573,575,Unemployed,0,18340,Business,1,4541,2813,0
APP0375,62,58680,266562,690,Part-Time,15,2874,Personal,3,17987,4234,0
APP0376,33,104233,468812,749,Self-Employed,161,35629,Home,3,93502,3741,0
APP0377,51,91371,414697,728,Unemployed,0,37070,Vehicle,2,50905,3015,0
APP0378,32,23416,172183,785,Self-Employed,7,4602,Home,3,69393,3728,0
APP0379,58,50508,88689,531,Self-Employed,168,7902,Personal,4,96607,1258,0
APP0380,35,95457,448812,678,Unemployed,0,11384,Education,1,77662,3405,0
APP0381,65,67026,484188,782,Employed,180,23047,Vehicle,4,18625,2342,0
APP0382,52,91057,167032,569,Part-Time,9,5915,Home,1,78861,2592,0
APP0383,22,89002,255603,480,Unemployed,0,40247,Education,1,44663,2253,0
APP0384,41,27806,16488,555,Self-Employed,198,1817,Vehicle,2,9506,3860,0
APP0385,63,71851,312241,531,Unemployed,0,19776,Personal,1,20644,4378,0
APP0386,61,145915,260433,812,Unemployed,0,11416,Medical,4,90906,3723,0
APP0387,35,107232,313779,569,Part-Time,78,48103,Medical,2,16691,2255,0
APP0388,21,144359,373054,773,Part-Time,217,50517,Vehicle,0,23865,3406,0
APP0389,60,48953,340359,769,Employed,239,16258,Education,2,97693,1437,0
APP0390,36,65457,172519,565,Employed,210,23231,Medical,2,58540,893,0
APP0391,37,47483,135831,514,Unemployed,0,8410,Home,0,6310,3961,0
APP0392,49,116021,225019,565,Part-Time,126,57787,Business,2,71568,3874,0
APP0393,27,128633,256390,775,Self-Employed,41,29575,Home,0,38654,964,0
APP0394,41,54226,59906,517,Unemployed,0,5574,Business,1,95942,1414,0
APP0395,56,143448,475875,527,Unemployed,0,38930,Vehicle,3,92340,1053,0
APP0396,48,143527,347693,564,Part-Time,40,3509,Home,2,26941,2356,1
APP0397,56,114638,490267,756,Unemployed,0,43292,Personal,2,31135,1585,0
APP0398,24,71498,304772,761,Part-Time,39,3572,Personal,0,56047,1517,0
APP0399,39,127989,352089,800,Part-Time,51,6356,Home,1,22391,3190,0
APP0400,26,82071,447378,539,Unemployed,0,26048,Business,3,86643,2970,0
APP0401,26,104130,290278,678,Self-Employed,94,24998,Personal,1,58428,1165,0
APP0402,37,77637,248824,614,Self-Employed,214,17600,Vehicle,0,19808,1592,0
APP0403,26,107574,185245,757,Part-Time,193,38648,Education,4,7993,3971,0
APP0404,54,74870,285763,723,Self-Employed,121,19585,Home,3,93625,1084,0
APP0405,53,94870,477097,744,Self-Employed,30,29428,Education,1,27772,2378,0
APP0406,29,25593,226970,520,Part-Time,51,10276,Education,4,33801,3419,0
APP0407,25,31406,208475,764,Part-Time,141,5343,Personal,4,60051,901,0
APP0408,65,101665,313059,747,Part-Time,28,27160,Education,1,74264,1620,0
APP0409,27,93752,413705,531,Unemployed,0,35103,Personal,3,34620,3937,0
APP0410,62,83646,304904,791,Part-Time,9,11285,Personal,3,18855,4090,0
APP0411,23,71877,471393,649,Self-Employed,12,31143,Personal,2,2651,3567,0
APP0412,40,60756,151982,731,Employed,222,7469,Education,2,97481,4429,0
APP0413,41,55313,387100,693,Employed,48,14474,Education,3,97117,4768,0
APP0414,54,133664,201036,508,Self-Employed,16,20389,Medical,4,52872,1911,0
APP0415,54,135255,303148,494,Self-Employed,49,57355,Education,0,32701,1070,0
APP0416,50,26626,486312,664,Self-Employed,70,6035,Business,4,52028,1814,0
APP0417,64,24005,131845,670,Part-Time,152,7308,Education,3,76923,3665,0
APP0418,43,41432,444171,612,Employed,72,899,Business,0,21352,2555,0
APP0419,35,104853,123023,585,Unemployed,0,42702,Business,4,2628,872,0
APP0420,51,139474,74370,811,Self-Employed,153,52485,Home,1,33081,3302,0
APP0421,62,56094,227196,672,Unemployed,0,15040,Personal,1,61171,3275,0
APP0422,64,88241,437176,799,Part-Time,149,6705,Home,4,86816,3865,0
APP0423,56,104848,316307,791,Unemployed,0,19560,Medical,0,63142,1322,0
APP0424,42,149546,149956,807,Unemployed,0,56458,Personal,2,85998,3247,0
APP0425,33,39651,276210,603,Employed,206,19661,Business,2,89228,1946,0
APP0426,22,105904,265766,631,Unemployed,0,27431,Business,3,96564,1089,0
APP0427,58,112808,304914,577,Unemployed,0,47615,Medical,1,89957,4697,0
APP0428,63,66988,270979,633,Self-Employed,215,11870,Personal,0,61706,1848,0
APP0429,37,115051,428804,766,Self-Employed,174,21996,Medical,0,29131,3710,0
APP0430,35,117545,461881,637,Part-Time,201,58120,Personal,2,34152,3208,0
APP0431,50,131570,66751,720,Employed,221,41575,Vehicle,4,81350,1383,0
APP0432,51,136578,106996,736,Employed,222,44610,Business,4,39106,4184,0
APP0433,24,134143,452867,557,Self-Employed,51,22457,Business,4,59974,1973,0
APP0434,41,133035,380216,572,Employed,124,21799,Medical,1,41079,1275,0
APP0435,21,79251,148407,587,Self-Employed,147,10383,Business,0,16961,4352,0
APP0436,61,76283,216494,699,Part-Time,98,305,Home,4,26137,3856,1
APP0437,41,119201,441851,751,Self-Employed,4,44351,Home,1,29657,3620,0
APP0438,40,36899,58848,676,Unemployed,0,5472,Home,0,39085,3182,0
APP0439,50,115398,277780,785,Unemployed,0,28420,Medical,1,44922,4815,0
APP0440,43,118319,103789,564,Part-Time,4,14969,Education,1,27681,979,0
APP0441,58,86143,93596,543,Unemployed,0,42633,Home,3,83928,2895,0
APP0442,55,101675,30473,784,Employed,169,7085,Medical,0,6322,1748,0
APP0443,47,78237,204362,543,Unemployed,0,31090,Medical,1,26934,876,0
APP0444,40,75164,351902,531,Unemployed,0,8989,Business,0,67054,1764,0
APP0445,39,34943,416440,534,Part-Time,50,6545,Personal,4,26433,3732,0
APP0446,47,58712,89081,500,Part-Time,233,6805,Medical,3,43332,2721,0
APP0447,21,21671,357129,525,Employed,213,9406,Medical,3,19548,1537,0
APP0448,53,29836,384355,531,Unemployed,0,10556,Education,3,38800,2963,0
APP0449,50,26564,57328,569,Employed,218,4760,Personal,2,55836,1749,0
APP0450,27,131574,402517,503,Employed,218,9069,Medical,1,43078,3728,0
APP0451,49,145185,331005,617,Employed,95,53409,Personal,1,14920,4083,0
APP0452,46,146131,244357,619,Part-Time,176,55749,Business,3,85045,2166,0
APP0453,28,37368,369993,510,Self-Employed,26,13632,Vehicle,3,74572,4389,0
APP0454,32,100127,204098,663,Employed,220,44857,Medical,1,63318,4798,0
APP0455,28,136338,220631,705,Employed,16,17145,Medical,2,1620,2634,0
APP0456,63,134444,182366,745,Employed,110,43366,Medical,1,63167,3632,0
APP0457,63,108643,341280,677,Self-Employed,214,54161,Vehicle,4,7152,895,0
APP0458,62,142469,87275,738,Part-Time,218,32495,Education,0,98491,4827,0
APP0459,41,51574,178484,622,Employed,129,7297,Vehicle,3,52858,2725,0
APP0460,26,80174,237882,773,Part-Time,22,32666,Business,2,15559,4874,0
APP0461,62,22329,58814,686,Part-Time,9,9128,Vehicle,0,11913,3295,0
APP0462,53,93706,113449,815,Part-Time,87,23812,Home,1,59566,3519,0
APP0463,56,120586,329931,787,Part-Time,183,43068,Personal,3,14945,1598,0
APP0464,63,49064,6151,654,Unemployed,0,20763,Personal,4,68417,3862,0
APP0465,65,33935,29000,564,Part-Time,35,13409,Home,2,80065,2404,0
APP0466,33,35826,492701,681,Self-Employed,117,6244,Medical,2,14125,4195,0
APP0467,23,141454,337000,781,Employed,197,58442,Business,3,86305,4930,0
APP0468,29,146334,266529,482,Employed,141,28364,Vehicle,3,66628,2251,0
APP0469,65,95832,96042,545,Employed,99,43091,Vehicle,4,42184,4929,0
APP0470,45,74875,324288,607,Unemployed,0,26074,Personal,2,59355,1892,0
APP0471,29,74099,320896,742,Unemployed,0,35901,Personal,4,82913,2580,0
APP0472,33,47487,332243,628,Unemployed,0,22032,Education,1,66046,3440,0
APP0473,28,119716,189674,767,Part-Time,149,37397,Medical,3,88374,3142,0
APP0474,48,125946,11695,747,Employed,6,24960,Education,0,87851,1263,0
APP0475,33,54993,398313,562,Unemployed,0,22393,Personal,1,8130,3217,0
APP0476,34,118775,288730,496,Unemployed,0,53348,Business,0,80754,2637,0
APP0477,62,93566,208888,601,Unemployed,0,45412,Medical,0,50014,3974,0
APP0478,47,145396,418197,640,Employed,3,48737,Personal,1,81338,4429,0
APP0479,35,139470,337287,811,Unemployed,0,49486,Vehicle,4,96790,2409,0
APP0480,33,58558,240308,570,Employed,47,5694,Medical,4,15643,3890,0
APP0481,23,76165,151335,764,Unemployed,0,8524,Education,4,33425,846,0
APP0482,42,81122,377081,559,Employed,39,21143,Vehicle,0,81968,3267,0
APP0483,52,123534,305247,761,Unemployed,0,4776,Medical,2,68864,2601,0
APP0484,32,88236,40744,738,Self-Employed,106,35591,Vehicle,3,12051,3662,0
APP0485,35,135788,116858,819,Unemployed,0,21696,Personal,2,28632,4690,0
APP0486,56,127962,399334,812,Employed,29,43839,Personal,3,31502,2797,0
APP0487,23,109463,469340,644,Part-Time,234,52180,Home,3,33631,3116,0
APP0488,22,139450,275987,671,Part-Time,124,2873,Personal,1,41984,1474,1
APP0489,31,147353,410441,755,Employed,160,4290,Education,1,89837,4275,0
APP0490,27,46945,286938,702,Employed,191,22480,Education,0,60191,3517,0
APP0491,23,31471,43403,507,Self-Employed,203,4127,Vehicle,0,75361,2664,0
APP0492,37,73429,208440,710,Part-Time,110,20735,Home,3,88250,1769,0
APP0493,55,20773,341290,796,Employed,193,9594,Home,0,46884,4919,0
APP0494,27,57989,417557,634,Employed,72,25076,Business,3,51788,1052,0
APP0495,51,40489,284690,592,Self-Employed,191,12812,Vehicle,2,83105,1980,0
APP0496,40,108773,470031,811,Unemployed,0,730,Vehicle,4,18530,1809,0
APP0497,23,20659,305269,785,Part-Time,137,8970,Home,2,27532,3616,0
APP0498,34,74087,479809,810,Self-Employed,41,12058,Education,4,33127,2391,0
APP0499,28,43770,356785,770,Employed,217,17984,Business,4,9587,3181,0
APP0500,63,28829,136432,530,Self-Employed,185,9512,Business,2,46810,1850,0
